atr_14,std_14,trend_slope,hour_sin,hour_cos,body_ratio,avg_body_5,dist_ema9,dist_ema21,command_age_m1,command_body_ratio,command_range_pct,touch_close_level_ratio,direction_up,symbol,from_ts,target
0.14214285714285677,0.09280725625219714,0.13837083713882645,-0.25881904510252157,0.9659258262890681,0.3888888867283973,0.043999999999999775,0.23507507323790913,0.3737711857234796,1.0,0.2399999995200091,1.1467889907993856,-0.33333333148149463,0.0,CADJPY_otc,1785204960,0
0.47714285714286575,0.35356271495536484,-0.042872686740663864,0.0,1.0,0.8124999987304576,0.28799999999999953,-0.13319737513697413,-0.17601295658424873,17.0,0.6682926826008313,0.47046403818683313,0.031249999951144122,1.0,STARBUCKS_otc,1785207720,1
0.14785714285714238,0.09187904136228431,0.14061140302208378,0.0,1.0,0.6153846130177262,0.08799999999999812,0.23038449418330686,0.3713198440750071,0.0,0.5365853645449155,0.9778201764612889,-0.230769229881661,0.0,GBPCAD_otc,1785209400,0
0.1585714285714285,0.14715059192288102,0.02034905722282004,0.0,1.0,0.24999999874999113,0.12199999999999847,-0.3024062914906218,-0.2821187710971026,4.0,0.44067796535478254,0.946726572513686,0.1499999992500089,1.0,EURCAD_otc,1785209640,1
0.461428571428574,0.34293817723598363,0.0013869577955217894,0.25881904510252074,0.9659258262890683,0.7868852446116559,0.28599999999999,0.12276736047597647,0.12415602100297474,0.0,0.4160583938568853,0.2925849991451133,-0.14754098336474955,0.0,LINK_otc,1785211200,1
0.4828571428571412,0.5033956126713137,0.10059389636653837,0.25881904510252074,0.9659258262890683,0.627906975283918,0.24799999999999614,0.654635062314274,0.7558874815969758,1.0,0.2404371583385579,2.5512337933563165,-0.27906976679286716,0.0,GOLD_otc,1785211260,1
0.10714285714285714,0.08783100656536943,-7.857431346491442,0.49999999999999994,0.8660254037844387,0.7333333284444447,0.072,-84.92471604784785,-86.10924613467684,3.0,0.5999999985,3999.99960000004,0.13333333244444442,1.0,FORD_otc,1785214980,1
0.40285714285714186,0.4418094661650689,-0.06654204598334848,0.7071067811865476,0.7071067811865476,0.44680850968774694,0.22000000000000455,-0.08090685913761107,-0.1473950680415485,1.0,0.2151898732815477,0.3520812906668293,0.021276595699393483,1.0,PETROLEO_otc,1785218460,1
0.5435714285714255,0.3574182454721102,-0.010301503388266433,0.9659258262890683,0.25881904510252074,0.5495495490544654,0.21400000000001002,-0.10774375101146093,-0.11803415517356627,6.0,0.2499999998546594,0.367670635513626,0.1891891890187277,1.0,LINK_otc,1785225960,1
0.1700000000000017,0.1164493003867214,0.06002990752139878,1.0,6.123233995736766e-17,0.9473684160664919,0.08400000000000034,0.3587548218088399,0.4190000895179991,7.0,0.26530612190754266,1.1608623548647083,-0.052631578670350274,0.0,CADJPY_otc,1785232320,1
0.5085714285714289,0.4599074202175291,-0.01395084232139429,0.9659258262890683,-0.25881904510252063,0.6949152530593743,0.25799999999999274,-0.17262116032570712,-0.186547920541211,6.0,0.6666666663398693,0.5653475224460612,0.15254237262285528,1.0,NIKE_otc,1785233160,0
0.45785714285714463,0.3337367522072007,-0.037206951381858276,0.8660254037844387,-0.4999999999999998,0.17647058788933892,0.23999999999999772,-0.06550538409137138,-0.1026879629168183,17.0,0.9074074068472936,0.3735387027591757,0.3725490188773571,1.0,COKE_otc,1785236520,0
0.13642857142857118,0.1285250221502331,-0.2784834961760734,0.7071067811865476,-0.7071067811865475,0.5624999964843737,0.030000000000000426,-0.4628863652907942,-0.7400807993334835,9.0,0.1730769227440827,2.3540063376028044,0.31249999804687917,1.0,CHFJPY_otc,1785241440,1
0.144285714285714,0.16201512614223224,0.1146893300176732,0.7071067811865476,-0.7071067811865475,0.11538461494083364,0.11000000000000085,0.6558334816031473,0.7712749826469026,3.0,0.7230769219644969,2.0105165480355507,-0.3076923065088715,0.0,EURCHF_otc,1785241980,1
0.45999999999999985,0.4241449057783077,-0.13998735739667892,0.258819045102521,-0.9659258262890682,0.6666666654970761,0.2639999999999986,-0.6268438879320967,-0.7659537431350568,2.0,0.36842105241613193,2.030637691461467,0.14035087694677648,1.0,NVIDIA_otc,1785249120,0
0.5207142857142912,0.3843819071432219,-0.030096186730142076,-0.2588190451025208,-0.9659258262890683,0.7466666656711142,0.3599999999999909,-0.15406276436937272,-0.18411258408226858,10.0,0.45328719707499004,0.6478222859818225,0.2399999996800091,1.0,PETROLEO_otc,1785256800,1
0.16785714285714398,0.14345999174331692,0.13691215180457672,-0.9659258262890683,-0.25881904510252063,0.8999999954999858,0.10799999999999983,0.5684022991607104,0.7060926627839748,10.0,0.24561403465681836,1.4778325122769562,-0.049999999749989345,0.0,EURJPY_otc,1785272100,0
0.4821428571428531,0.30665959936059395,-0.008959649228083864,-1.0,-1.8369701987210297e-16,0.22807017503846813,0.4,-0.07017579371748763,-0.07912915544061137,8.0,0.6666666661938668,0.31593098812386483,0.7017543847337328,1.0,PETROLEO_otc,1785275580,1
0.5342857142857075,0.32373252423898746,-0.0038575390649657265,-0.9659258262890684,0.2588190451025203,0.8030303018135188,0.20200000000000956,-0.14169200771312404,-0.1455440809535403,8.0,0.7884615379561248,0.3369839932595927,0.09090909077134987,1.0,LINK_otc,1785279180,1
0.4657142857142844,0.36337550583531014,-0.018731050289267494,0.49999999999999994,0.8660254037844387,0.5208333322482441,0.25,-0.08901834934451826,-0.10773272556200335,4.0,0.6778523485383439,0.37359275881861276,0.45833333237851165,1.0,SUI_otc,1785301440,0
0.13714285714285726,0.06511612619095455,0.054042114281712794,0.49999999999999994,0.8660254037844387,0.5454545429751978,0.08599999999999994,0.271466535693518,0.3256553562306869,16.0,0.26666666607408246,1.303214595965742,-0.27272727148761505,0.0,EURCHF_otc,1785302160,1
0.49214285714284806,0.23975834904933005,-0.020751732862145638,0.7071067811865476,0.7071067811865476,0.17142857118368277,0.20000000000001136,0.03310708856898413,0.012348485412260222,5.0,0.6719999994624254,0.2824220515131441,-0.6428571419388509,0.0,STARBUCKS_otc,1785306000,1
0.5071428571428547,0.5548056782721036,0.015137833553647867,0.7071067811865476,0.7071067811865476,0.6081081072863176,0.5279999999999972,0.24569901318040252,0.2608740402417086,0.0,0.30379746822624004,0.6760033087062346,-0.3648648643717752,0.0,NIKE_otc,1785307500,0
0.1692857142857141,0.17856725269740123,0.11805949324243577,0.7071067811865476,0.7071067811865476,0.13333333244446655,0.11199999999999903,0.3146174073389532,0.4330483362981459,12.0,0.8181818171192444,1.426982950307141,-0.0666666662222096,0.0,EURCAD_otc,1785308220,1
0.15142857142857075,0.12803030204340515,-0.0722540649027206,0.9659258262890683,0.25881904510252074,0.4999999949999645,0.08799999999999955,-0.42603417659056286,-0.497980414482822,9.0,0.916666664756932,1.3022246337140038,0.2999999970000071,1.0,GBPCAD_otc,1785315240,1
0.13571428571428562,0.10471310885040326,0.0936421970501217,0.8660254037844387,-0.4999999999999998,0.08333333298609384,0.07199999999999988,0.2162072786564088,0.3100519369524466,9.0,0.3571428566326516,1.8781862086965952,-0.4583333314236346,0.0,EURJPY_otc,1785326040,1
0.38857142857143245,0.29621884542105104,0.0499563201122711,0.7071067811865476,-0.7071067811865475,0.3030303025711375,0.18799999999998818,-0.0986247514064121,-0.048717700590663514,4.0,0.7410071937115341,0.35110763090668506,0.43939393872820537,1.0,PRATA_otc,1785327540,1
0.1535714285714295,0.16098767955077983,-0.17106496296034332,0.49999999999999994,-0.8660254037844387,0.6470588197232007,0.04000000000000057,-0.3668641481009833,-0.5373015350422629,19.0,0.8809523788548804,1.1979463776041506,0.11764705813146822,1.0,EURCHF_otc,1785332040,1
0.5257142857142858,0.42305599348803374,1.0027379497557563,1.2246467991473532e-16,-1.0,0.4074074069044382,0.3760000000000005,2.6692946979124192,3.698798678594962,11.0,0.46540880473873736,9.29824561349134,-0.1111111109739369,0.0,SPACEX_otc,1785338760,0
0.5500000000000073,0.3320044021066406,-0.058799331154715404,-0.2588190451025208,-0.9659258262890683,0.9482758604339548,0.2779999999999859,-0.1133628673253533,-0.1720955418723036,7.0,0.8476821186439437,0.34464656608690214,0.05172413784190732,1.0,PETROLEO_otc,1785343920,1
0.1350000000000003,0.1595477812621755,0.08398569022987215,-0.8660254037844386,0.5000000000000001,0.6428571382653026,0.08999999999999986,0.8315567212798955,0.9162408001617874,6.0,0.6507936497606462,2.065573770424076,-0.14285714183673107,0.0,NZDJPY_otc,1785368160,1
0.5271428571428568,0.4788384526445399,0.027868776820908898,0.25881904510252074,0.9659258262890683,0.5166666658055887,0.29799999999999044,0.15561876007768566,0.18353090594353205,11.0,0.7839999996863918,0.5240980272939266,-0.4333333326111206,0.0,LINK_otc,1785387360,1
0.16214285714285687,0.13460565114742318,0.06297796114691064,0.49999999999999994,0.8660254037844387,0.28571428367346213,0.11600000000000107,0.36307803231561003,0.4262846526046454,6.0,0.9215686256439845,1.1705301812905502,-0.14285714183675646,0.0,GBPNZD_otc,1785389760,0
0.11142857142857057,0.12798523267297363,-0.13413695911204204,0.49999999999999994,0.8660254037844387,0.7499999906250445,0.07199999999999847,-0.3362865371216802,-0.4699724116989241,5.0,0.2909090903801606,1.276102088137439,0.12499999843747782,1.0,GBPNZD_otc,1785390600,1
0.47714285714285715,0.36020522232929225,-0.23609908973794325,0.8660254037844386,0.5000000000000001,0.23913043426276193,0.2739999999999981,0.9842878422007684,0.7458648578269879,2.0,0.7222222217764038,3.671804170361014,-0.08695652155009384,0.0,NVIDIA_otc,1785397620,1
